"","V1","V2"
"1",1581517080,24.4827956108051
"2",1581517440,24.4826510214576
"3",1581517800,24.4825064268278
"4",1581518160,24.4823618163511
"5",1581518520,24.4822172005922
"6",1581518880,24.482072579551
"7",1581519240,24.4819279585098
"8",1581519600,24.4817833374686
"9",1581519960,24.4816387111451
"10",1581520320,24.4814940795393
"11",1581520680,24.481349437369
"12",1581521040,24.4812047951986
"13",1581521400,24.4810601530283
"14",1581521760,24.4809155108579
"15",1581522120,24.4807708634053
"16",1581522480,24.4806262106703
"17",1581522840,24.4804815473709
"18",1581523200,24.4803368840714
"19",1581523560,24.4801922154896
"20",1581523920,24.4800475416255
"21",1581524280,24.4799028571969
"22",1581524640,24.4797581727683
"23",1581525000,24.4796134830573
"24",1581525360,24.4794687880641
"25",1581525720,24.4793240877887
"26",1581526080,24.4791793769486
"27",1581526440,24.479034655544
"28",1581526800,24.4788899182925
"29",1581527160,24.4787451651942
"30",1581527520,24.478600396249
"31",1581527880,24.4784556167392
"32",1581528240,24.4783108266649
"33",1581528600,24.4781660471551
"34",1581528960,24.4780212676454
"35",1581529320,24.4778764881356
"36",1581529680,24.4777317086258
"37",1581530040,24.4775869132692
"38",1581530400,24.4774421020657
"39",1581530760,24.4772972697331
"40",1581531120,24.4771524162714
"41",1581531480,24.4770075363982
"42",1581531840,24.4768626353959
"43",1581532200,24.4767177132644
"44",1581532560,24.4765727700038
"45",1581532920,24.4764278003318
"46",1581533280,24.4762828095306
"47",1581533640,24.4761377976003
"48",1581534000,24.4759927698232
"49",1581534360,24.4758477209169
"50",1581534720,24.4757026561637
"51",1581535080,24.4755575861283
"52",1581535440,24.475412500246
"53",1581535800,24.4752673932345
"54",1581536160,24.4751222756585
"55",1581536520,24.4749771633648
"56",1581536880,24.4748320616357
"57",1581537240,24.4746869599065
"58",1581537600,24.4745418687419
"59",1581537960,24.4743967775773
"60",1581538320,24.4742516652836
"61",1581538680,24.4741065212962
"62",1581539040,24.473961345615
"63",1581539400,24.4738161382402
"64",1581539760,24.4736708991716
"65",1581540120,24.4735256284094
"66",1581540480,24.4733803259534
"67",1581540840,24.4732349865214
"68",1581541200,24.4730896153957
"69",1581541560,24.4729442231409
"70",1581541920,24.4727988097569
"71",1581542280,24.4726533752438
"72",1581542640,24.4725079196016
"73",1581543000,24.4723624639593
"74",1581543360,24.4722169713411
"75",1581543720,24.4720714523114
"76",1581544080,24.4719259068703
"77",1581544440,24.4717803403001
"78",1581544800,24.4716347526007
"79",1581545160,24.4714891437722
"80",1581545520,24.4713435138145
"81",1581545880,24.4711978627277
"82",1581546240,24.4710521957941
"83",1581546600,24.4709065130136
"84",1581546960,24.4707608249508
"85",1581547320,24.470615136888
"86",1581547680,24.4704694488252
"87",1581548040,24.4703237501978
"88",1581548400,24.4701780410059
"89",1581548760,24.4700323212494
"90",1581549120,24.4698865909283
"91",1581549480,24.4697408500427
"92",1581549840,24.4695950985925
"93",1581550200,24.4694493365777
"94",1581550560,24.4693035639983
"95",1581550920,24.4691577808544
"96",1581551280,24.4690119871459
"97",1581551640,24.4688661723083
"98",1581552000,24.4687203469061
"99",1581552360,24.4685745003747
"100",1581552720,24.4684286379965
"101",1581553080,24.4682827597715
"102",1581553440,24.4681368604173
"103",1581553800,24.4679909557808
"104",1581554160,24.4678450352975
"105",1581554520,24.4676990989673
"106",1581554880,24.4675531467903
"107",1581555240,24.4674071734841
"108",1581555600,24.467261184331
"109",1581555960,24.4671151687666
"110",1581556320,24.4669691373552
"111",1581556680,24.4668230900971
"112",1581557040,24.466677026992
"113",1581557400,24.4665309480402
"114",1581557760,24.4663848426769
"115",1581558120,24.4662387109021
"116",1581558480,24.4660925632805
"117",1581558840,24.4659463998121
"118",1581559200,24.4658002204968
"119",1581559560,24.4656540147701
"120",1581559920,24.4655077826319
"121",1581560280,24.4653615240823
"122",1581560640,24.4652152391213
"123",1581561000,24.4650689277489
"124",1581561360,24.4649225952473
"125",1581561720,24.4647762416166
"126",1581562080,24.4646298510099
"127",1581562440,24.4644834128626
"128",1581562800,24.4643369271748
"129",1581563160,24.464190404511
"130",1581563520,24.4640438343066
"131",1581563880,24.4638972218439
"132",1581564240,24.4637505565584
"133",1581564600,24.4636038490146
"134",1581564960,24.4634570992125
"135",1581565320,24.4633102965876
"136",1581565680,24.4631634517044
"137",1581566040,24.4630165698451
"138",1581566400,24.4628696245985
"139",1581566760,24.4627226370936
"140",1581567120,24.4625756073304
"141",1581567480,24.4624285353089
"142",1581567840,24.4622814210292
"143",1581568200,24.4621342539266
"144",1581568560,24.4619870340011
"145",1581568920,24.4618397612528
"146",1581569280,24.4616924356816
"147",1581569640,24.4615450678522
"148",1581570000,24.4613976419176
"149",1581570360,24.4612501578779
"150",1581570720,24.4611026210154
"151",1581571080,24.46095503133
"152",1581571440,24.4608073888217
"153",1581571800,24.4606596723615
"154",1581572160,24.4605119030784
"155",1581572520,24.4603640809724
"156",1581572880,24.4602161849145
"157",1581573240,24.4600682360337
"158",1581573600,24.45992023433
"159",1581573960,24.4597721798035
"160",1581574320,24.4596240724542
"161",1581574680,24.4594759017174
"162",1581575040,24.4593276675932
"163",1581575400,24.4591793700816
"164",1581575760,24.4590310091826
"165",1581576120,24.4588825848962
"166",1581576480,24.4587340972223
"167",1581576840,24.458585546161
"168",1581577200,24.4584369317123
"169",1581577560,24.4582882644407
"170",1581577920,24.4581395496286
"171",1581578280,24.4579907767113
"172",1581578640,24.457841945689
"173",1581579000,24.4576930565614
"174",1581579360,24.457544114611
"175",1581579720,24.4573951304024
"176",1581580080,24.4572460933709
"177",1581580440,24.4570970140811
"178",1581580800,24.456947892533
"179",1581581160,24.4567987287267
"180",1581581520,24.4566495120975
"181",1581581880,24.45650025321
"182",1581582240,24.4563509520642
"183",1581582600,24.4562016086602
"184",1581582960,24.4560522282801
"185",1581583320,24.4559028109241
"186",1581583680,24.4557533565921
"187",1581584040,24.4556038600017
"188",1581584400,24.4554543264354
"189",1581584760,24.4553047453286
"190",1581585120,24.4551551272457
"191",1581585480,24.45500545634
"192",1581585840,24.454855743176
"193",1581586200,24.4547059877537
"194",1581586560,24.4545561847909
"195",1581586920,24.4544063237229
"196",1581587280,24.4542564203966
"197",1581587640,24.4541064800944
"198",1581588000,24.4539564975338
"199",1581588360,24.453806472715
"200",1581588720,24.4536563950733
"201",1581589080,24.4535062698911
"202",1581589440,24.453356091886
"203",1581589800,24.4532058716227
"204",1581590160,24.4530555985364
"205",1581590520,24.4529052726274
"206",1581590880,24.4527548938955
"207",1581591240,24.4526044623407
"208",1581591600,24.4524539779631
"209",1581591960,24.4523034407626
"210",1581592320,24.4521528507393
"211",1581592680,24.4520022078931
"212",1581593040,24.4518515175064
"213",1581593400,24.4517007742968
"214",1581593760,24.4515499835467
"215",1581594120,24.4513991399737
"216",1581594480,24.4512482488601
"217",1581594840,24.4510973049237
"218",1581595200,24.450946318729
"219",1581595560,24.4507952849937
"220",1581595920,24.4506441984356
"221",1581596280,24.4504930696192
"222",1581596640,24.4503419038269
"223",1581597000,24.4501906957762
"224",1581597360,24.450039440185
"225",1581597720,24.4498881370532
"226",1581598080,24.4497367758162
"227",1581598440,24.4495853617564
"228",1581598800,24.4494339001561
